"ID","Business_Sourced"
"FIN1009636",0.426129281520844
"FIN1009637",0.425640046596527
"FIN1009638",0.385358929634094
"FIN1009639",0.410000622272491
"FIN1009640",0.43767836689949
"FIN1009641",0.293473124504089
"FIN1009642",0.268231809139252
"FIN1009643",0.413425177335739
"FIN1009644",0.431435912847519
"FIN1009645",0.409027576446533
"FIN1009646",0.349821209907532
"FIN1009647",0.458446770906448
"FIN1009648",0.481802195310593
"FIN1009649",0.501228034496307
"FIN1009650",0.364133358001709
"FIN1009651",0.364943861961365
"FIN1009652",0.385241389274597
"FIN1009653",0.412585526704788
"FIN1009654",0.406075984239578
"FIN1009655",0.367404758930206
"FIN1009656",0.508970379829407
"FIN1009657",0.321967720985413
"FIN1009658",0.438762128353119
"FIN1009659",0.412696570158005
"FIN1009660",0.4374880194664
"FIN1009661",0.232269585132599
"FIN1009662",0.334485113620758
"FIN1009663",0.32734552025795
"FIN1009664",0.332866430282593
"FIN1009665",0.351725250482559
"FIN1009666",0.3126540184021
"FIN1009667",0.411661058664322
"FIN1009668",0.3580202460289
"FIN1009669",0.288112103939056
"FIN1009670",0.308641910552979
"FIN1009671",0.365756750106812
"FIN1009672",0.387862980365753
"FIN1009673",0.389175325632095
"FIN1009674",0.32717177271843
"FIN1009675",0.367535978555679
"FIN1009676",0.314130842685699
"FIN1009677",0.658610343933105
"FIN1009678",0.335629880428314
"FIN1009679",0.260724723339081
"FIN1009680",0.376331657171249
"FIN1009681",0.356238126754761
"FIN1009682",0.337920874357224
"FIN1009683",-0.0136808753013611
"FIN1009684",0.283844918012619
"FIN1009685",0.33154034614563
"FIN1009686",0.271412789821625
"FIN1009687",0.325310051441193
"FIN1009688",0.402473449707031
"FIN1009689",0.413688182830811
"FIN1009690",0.421820461750031
"FIN1009691",0.3018599152565
"FIN1009692",0.438075929880142
"FIN1009693",0.38925901055336
"FIN1009694",0.304195433855057
"FIN1009695",0.454412162303925
"FIN1009696",0.312004089355469
"FIN1009697",0.213508099317551
"FIN1009698",0.40370637178421
"FIN1009699",0.358873784542084
"FIN1009700",0.344706028699875
"FIN1009701",0.240031391382217
"FIN1009702",0.358850359916687
"FIN1009703",0.484248667955399
"FIN1009704",0.342438966035843
"FIN1009705",0.367229491472244
"FIN1009706",0.456541031599045
"FIN1009707",0.333071351051331
"FIN1009708",0.292569816112518
"FIN1009709",0.322891145944595
"FIN1009710",0.377238065004349
"FIN1009711",0.431883871555328
"FIN1009712",0.367589175701141
"FIN1009713",0.278584629297256
"FIN1009714",0.336866497993469
"FIN1009715",0.317527860403061
"FIN1009716",0.224890828132629
"FIN1009717",0.354507595300674
"FIN1009718",0.303769707679749
"FIN1009719",0.313836306333542
"FIN1009720",0.330790519714355
"FIN1009721",0.376533567905426
"FIN1009722",0.480537831783295
"FIN1009723",0.29707407951355
"FIN1009724",0.288960993289948
"FIN1009725",0.565037965774536
"FIN1009726",0.342764973640442
"FIN1009727",0.343098253011703
"FIN1009728",0.34837418794632
"FIN1009729",0.475107371807098
"FIN1009730",0.356839060783386
"FIN1009731",0.343949258327484
"FIN1009732",0.327490031719208
"FIN1009733",0.356335163116455
"FIN1009734",0.342201232910156
"FIN1009735",0.351000487804413
"FIN1009736",0.52821010351181
"FIN1009737",0.392859935760498
"FIN1009738",0.477081120014191
"FIN1009739",0.351000487804413
"FIN1009740",0.319884538650513
"FIN1009741",0.547228634357452
"FIN1009742",0.541468501091003
"FIN1009743",0.437258452177048
"FIN1009744",0.369899034500122
"FIN1009745",0.462089270353317
"FIN1009746",0.302574545145035
"FIN1009747",0.350210040807724
"FIN1009748",0.282126784324646
"FIN1009749",0.288945138454437
"FIN1009750",0.438249945640564
"FIN1009751",0.259692966938019
"FIN1009752",0.42278179526329
"FIN1009753",0.312539577484131
"FIN1009754",0.410971105098724
"FIN1009755",0.359872460365295
"FIN1009756",0.37292417883873
"FIN1009757",0.416685819625854
"FIN1009758",0.376855224370956
"FIN1009759",0.38594725728035
"FIN1009760",0.391919881105423
"FIN1009761",0.348750084638596
"FIN1009762",0.28773245215416
"FIN1009763",0.327187061309814
"FIN1009764",0.357471823692322
"FIN1009765",0.362881898880005
"FIN1009766",0.256309509277344
"FIN1009767",0.244576662778854
"FIN1009768",0.31050705909729
"FIN1009769",0.4166259765625
"FIN1009770",0.318681120872498
"FIN1009771",0.378955900669098
"FIN1009772",0.353744655847549
"FIN1009773",0.29941463470459
"FIN1009774",0.313963770866394
"FIN1009775",0.33527684211731
"FIN1009776",0.318257987499237
"FIN1009777",0.316492140293121
"FIN1009778",0.332346767187119
"FIN1009779",0.33528345823288
"FIN1009780",0.317225724458694
"FIN1009781",0.376592576503754
"FIN1009782",0.351725250482559
"FIN1009783",0.322283238172531
"FIN1009784",0.326964676380157
"FIN1009785",0.313614130020142
"FIN1009786",0.314886093139648
"FIN1009787",0.290272533893585
"FIN1009788",0.41622918844223
"FIN1009789",0.256266266107559
"FIN1009790",0.286244809627533
"FIN1009791",0.375594168901443
"FIN1009792",0.437721818685532
"FIN1009793",0.303207218647003
"FIN1009794",0.336562156677246
"FIN1009795",0.393074661493301
"FIN1009796",0.405689835548401
"FIN1009797",0.367080450057983
"FIN1009798",0.536935031414032
"FIN1009799",0.474783957004547
"FIN1009800",0.328641772270203
"FIN1009801",0.275392413139343
"FIN1009802",0.281517028808594
"FIN1009803",0.327250361442566
"FIN1009804",0.279734671115875
"FIN1009805",0.385448336601257
"FIN1009806",0.298238217830658
"FIN1009807",0.283403486013412
"FIN1009808",0.339883416891098
"FIN1009809",0.266850471496582
"FIN1009810",0.333051264286041
"FIN1009811",0.292175352573395
"FIN1009812",0.423891723155975
"FIN1009813",0.409068524837494
"FIN1009814",0.437652409076691
"FIN1009815",0.277152061462402
"FIN1009816",0.328194558620453
"FIN1009817",0.386265516281128
"FIN1009818",0.513620376586914
"FIN1009819",0.413970708847046
"FIN1009820",0.370759844779968
"FIN1009821",0.429014980792999
"FIN1009822",0.362307667732239
"FIN1009823",0.418448895215988
"FIN1009824",0.358554124832153
"FIN1009825",0.388386070728302
"FIN1009826",0.326562881469727
"FIN1009827",0.424866229295731
"FIN1009828",0.374055474996567
"FIN1009829",0.2921102643013
"FIN1009830",0.393927693367004
"FIN1009831",0.486095696687698
"FIN1009832",0.369239002466202
"FIN1009833",0.344272971153259
"FIN1009834",0.435253709554672
"FIN1009835",0.386650592088699
"FIN1009836",0.383672177791595
"FIN1009837",0.370279729366302
"FIN1009838",0.355351209640503
"FIN1009839",0.550661146640778
"FIN1009840",0.330946266651154
"FIN1009841",0.48857593536377
"FIN1009842",0.481314569711685
"FIN1009843",0.398666352033615
"FIN1009844",0.385232329368591
"FIN1009845",0.522605359554291
"FIN1009846",0.54879504442215
"FIN1009847",0.390804082155228
"FIN1009848",0.309726268053055
"FIN1009849",0.446953773498535
"FIN1009850",0.416719257831573
"FIN1009851",0.36662283539772
"FIN1009852",0.427731394767761
"FIN1009853",0.518867373466492
"FIN1009854",0.391722321510315
"FIN1009855",0.344591021537781
"FIN1009856",0.555407166481018
"FIN1009857",0.269570857286453
"FIN1009858",0.457322537899017
"FIN1009859",0.322761327028275
"FIN1009860",0.322840332984924
"FIN1009861",0.430433750152588
"FIN1009862",0.412543118000031
"FIN1009863",0.376855224370956
"FIN1009864",0.431938171386719
"FIN1009865",0.488031536340714
"FIN1009866",0.31270158290863
"FIN1009867",0.32548975944519
"FIN1009868",0.273012161254883
"FIN1009869",0.18982121348381
"FIN1009870",0.28788810968399
"FIN1009871",0.286523640155792
"FIN1009872",0.327817738056183
"FIN1009873",0.263553559780121
"FIN1009874",0.181257337331772
"FIN1009875",0.290485292673111
"FIN1009876",0.290406227111816
"FIN1009877",0.335905522108078
"FIN1009878",0.346008896827698
"FIN1009879",0.497092515230179
"FIN1009880",0.380191922187805
"FIN1009881",0.305649757385254
"FIN1009882",0.388146966695786
"FIN1009883",0.347378134727478
"FIN1009884",0.35101580619812
"FIN1009885",0.375479370355606
"FIN1009886",0.426738291978836
"FIN1009887",0.412214726209641
"FIN1009888",0.349846988916397
"FIN1009889",0.306314378976822
"FIN1009890",0.500144004821777
"FIN1009891",0.249409526586533
"FIN1009892",0.245403051376343
"FIN1009893",0.418634653091431
"FIN1009894",0.495730489492416
"FIN1009895",0.393378257751465
"FIN1009896",0.349014461040497
"FIN1009897",0.402309447526932
"FIN1009898",0.502442002296448
"FIN1009899",0.499562174081802
"FIN1009900",0.291519463062286
"FIN1009901",0.499330818653107
"FIN1009902",0.433096647262573
"FIN1009903",0.334018647670746
"FIN1009904",0.430480360984802
"FIN1009905",0.452924132347107
"FIN1009906",0.237255096435547
"FIN1009907",0.52619993686676
"FIN1009908",0.397572904825211
"FIN1009909",0.322086036205292
"FIN1009910",0.315577507019043
"FIN1009911",0.36230331659317
"FIN1009912",0.408330410718918
"FIN1009913",0.305059850215912
"FIN1009914",0.321144610643387
"FIN1009915",0.464139401912689
"FIN1009916",0.246545523405075
"FIN1009917",0.350733041763306
"FIN1009918",0.339497923851013
"FIN1009919",0.417512714862823
"FIN1009920",0.419986575841904
"FIN1009921",0.473456829786301
"FIN1009922",0.419840633869171
"FIN1009923",0.288724631071091
"FIN1009924",0.36042195558548
"FIN1009925",0.325619608163834
"FIN1009926",0.438253879547119
"FIN1009927",0.302166014909744
"FIN1009928",0.527967095375061
"FIN1009929",0.474432349205017
"FIN1009930",0.413930624723434
"FIN1009931",0.334963828325272
"FIN1009932",0.367081522941589
"FIN1009933",0.342670738697052
"FIN1009934",0.297978520393372
"FIN1009935",0.455743879079819
"FIN1009936",0.381832629442215
"FIN1009937",0.476076036691666
"FIN1009938",0.291687846183777
"FIN1009939",0.483359098434448
"FIN1009940",0.465758442878723
"FIN1009941",0.327259838581085
"FIN1009942",0.358847469091415
"FIN1009943",0.350946813821793
"FIN1009944",0.262693345546722
"FIN1009945",0.416842013597488
"FIN1009946",0.303908914327621
"FIN1009947",0.238525986671448
"FIN1009948",0.467642396688461
"FIN1009949",0.288305640220642
"FIN1009950",0.208507150411606
"FIN1009951",0.456442981958389
"FIN1009952",0.370533972978592
"FIN1009953",0.297178268432617
"FIN1009954",0.328127861022949
"FIN1009955",0.343703806400299
"FIN1009956",0.374606668949127
"FIN1009957",0.207239985466003
"FIN1009958",0.351879060268402
"FIN1009959",0.34796017408371
"FIN1009960",0.133958727121353
"FIN1009961",0.256782591342926
"FIN1009962",0.316609472036362
"FIN1009963",0.349193215370178
"FIN1009964",0.409418791532516
"FIN1009965",0.29082715511322
"FIN1009966",0.312004089355469
"FIN1009967",0.344622701406479
"FIN1009968",0.349966734647751
"FIN1009969",0.342985689640045
"FIN1009970",0.317868232727051
"FIN1009971",0.510898947715759
"FIN1009972",0.44155290722847
"FIN1009973",0.448902189731598
"FIN1009974",0.298935860395432
"FIN1009975",0.34331226348877
"FIN1009976",0.367680788040161
"FIN1009977",0.347942173480988
"FIN1009978",0.351284503936768
"FIN1009979",0.399527877569199
"FIN1009980",0.446703732013702
"FIN1009981",0.514452993869781
"FIN1009982",0.422687411308289
"FIN1009983",0.491144925355911
"FIN1009984",0.41574290394783
"FIN1009985",0.407460987567902
"FIN1009986",0.469840347766876
"FIN1009987",0.36561131477356
"FIN1009988",0.407235890626907
"FIN1009989",0.313800871372223
"FIN1009990",0.525091886520386
"FIN1009991",0.350754737854004
"FIN1009992",0.361057966947556
"FIN1009993",0.287897825241089
"FIN1009994",0.430395632982254
"FIN1009995",0.430978775024414
"FIN1009996",0.414747714996338
"FIN1009997",0.35051816701889
"FIN1009998",0.512372136116028
"FIN1009999",0.301635801792145
"FIN1010000",0.36763608455658
"FIN1010001",0.310098379850388
"FIN1010002",0.436484783887863
"FIN1010003",0.371948838233948
"FIN1010004",0.357610046863556
"FIN1010005",0.239620208740234
"FIN1010006",0.236106187105179
"FIN1010007",0.30031019449234
"FIN1010008",0.388182729482651
"FIN1010009",0.300534427165985
"FIN1010010",0.303132891654968
"FIN1010011",0.254928648471832
"FIN1010012",0.298297613859177
"FIN1010013",0.297272861003876
"FIN1010014",0.312470406293869
"FIN1010015",0.38929295539856
"FIN1010016",0.327647417783737
"FIN1010017",0.275759130716324
"FIN1010018",0.326221883296967
"FIN1010019",0.307519793510437
"FIN1010020",0.366542637348175
"FIN1010021",0.381848454475403
"FIN1010022",0.363011866807938
"FIN1010023",0.333051264286041
"FIN1010024",0.511603057384491
"FIN1010025",0.336392879486084
"FIN1010026",0.33265146613121
"FIN1010027",0.363681256771088
"FIN1010028",0.32577645778656
"FIN1010029",0.435285747051239
"FIN1010030",0.37504243850708
"FIN1010031",0.286163210868835
"FIN1010032",0.260738015174866
"FIN1010033",0.311848253011703
"FIN1010034",0.30424964427948
"FIN1010035",0.339972615242004
"FIN1010036",0.344955027103424
"FIN1010037",0.29048103094101
"FIN1010038",0.314980089664459
"FIN1010039",0.576265573501587
"FIN1010040",0.510639607906342
"FIN1010041",0.299783051013947
"FIN1010042",0.298440158367157
"FIN1010043",0.360609918832779
"FIN1010044",0.309395134449005
"FIN1010045",0.266467571258545
"FIN1010046",0.379646390676498
"FIN1010047",0.388422191143036
"FIN1010048",0.333450376987457
"FIN1010049",0.417823910713196
"FIN1010050",0.266805171966553
"FIN1010051",0.227019667625427
"FIN1010052",0.0310151875019073
"FIN1010053",0.459202378988266
"FIN1010054",0.303518533706665
"FIN1010055",0.415323853492737
"FIN1010056",0.363932907581329
"FIN1010057",0.372426450252533
"FIN1010058",0.374070346355438
"FIN1010059",0.398207366466522
"FIN1010060",0.404462099075317
"FIN1010061",0.312196135520935
"FIN1010062",0.477971285581589
"FIN1010063",0.365793794393539
"FIN1010064",0.292103230953217
"FIN1010065",0.380541145801544
"FIN1010066",0.419475436210632
"FIN1010067",0.466230660676956
"FIN1010068",0.346052885055542
"FIN1010069",0.334654062986374
"FIN1010070",0.387534916400909
"FIN1010071",0.54405003786087
"FIN1010072",0.377812772989273
"FIN1010073",0.364507794380188
"FIN1010074",0.38611701130867
"FIN1010075",0.514935433864594
"FIN1010076",0.378504753112793
"FIN1010077",0.472292751073837
"FIN1010078",0.416190952062607
"FIN1010079",0.50739985704422
"FIN1010080",0.496975719928741
"FIN1010081",0.40075495839119
"FIN1010082",0.43146750330925
"FIN1010083",0.495340317487717
"FIN1010084",0.610376596450806
"FIN1010085",0.404886811971664
"FIN1010086",0.282547652721405
"FIN1010087",0.367830038070679
"FIN1010088",0.325272977352142
"FIN1010089",0.32490262389183
"FIN1010090",0.311727464199066
"FIN1010091",0.432242602109909
"FIN1010092",0.314253211021423
"FIN1010093",0.259184181690216
"FIN1010094",0.207194358110428
"FIN1010095",0.326039254665375
"FIN1010096",0.35898545384407
"FIN1010097",0.263199388980865
"FIN1010098",0.422932118177414
"FIN1010099",0.387492597103119
"FIN1010100",0.415422737598419
"FIN1010101",0.440175384283066
"FIN1010102",0.296071946620941
"FIN1010103",0.323501169681549
"FIN1010104",0.304285496473312
"FIN1010105",0.519730746746063
"FIN1010106",0.331503063440323
"FIN1010107",0.46404305100441
"FIN1010108",0.249633431434631
"FIN1010109",0.30285781621933
"FIN1010110",0.442682355642319
"FIN1010111",0.223812639713287
"FIN1010112",0.249736189842224
"FIN1010113",0.425840020179749
"FIN1010114",0.393446922302246
"FIN1010115",0.380279034376144
"FIN1010116",0.442983716726303
"FIN1010117",0.380624294281006
"FIN1010118",0.245531439781189
"FIN1010119",0.412173956632614
"FIN1010120",0.464447140693665
"FIN1010121",0.379328817129135
"FIN1010122",0.43213552236557
"FIN1010123",0.50561386346817
"FIN1010124",0.444864541292191
"FIN1010125",0.386992841959
"FIN1010126",0.496120780706406
"FIN1010127",0.33477509021759
"FIN1010128",0.308963179588318
"FIN1010129",0.4335116147995
"FIN1010130",0.300292551517487
"FIN1010131",0.380346417427063
"FIN1010132",0.579125106334686
"FIN1010133",0.415273636579514
"FIN1010134",0.33707594871521
"FIN1010135",0.307125568389893
"FIN1010136",0.407638847827911
"FIN1010137",0.425132572650909
"FIN1010138",0.261946260929108
"FIN1010139",0.501469075679779
"FIN1010140",0.363876819610596
"FIN1010141",0.472175598144531
"FIN1010142",0.372736155986786
"FIN1010143",0.334058612585068
"FIN1010144",0.418172538280487
"FIN1010145",0.332129180431366
"FIN1010146",0.270551413297653
"FIN1010147",0.335260778665543
"FIN1010148",0.363801538944244
"FIN1010149",0.298180341720581
"FIN1010150",0.252633064985275
"FIN1010151",0.318765103816986
"FIN1010152",0.447566598653793
"FIN1010153",0.338407725095749
"FIN1010154",0.328346967697144
"FIN1010155",0.35858029127121
"FIN1010156",0.414908319711685
"FIN1010157",0.273981153964996
"FIN1010158",0.301673054695129
"FIN1010159",0.271637976169586
"FIN1010160",0.370369255542755
"FIN1010161",0.197648018598557
"FIN1010162",0.405204236507416
"FIN1010163",0.288791298866272
"FIN1010164",0.327560216188431
"FIN1010165",0.378808885812759
"FIN1010166",0.337630689144135
"FIN1010167",0.348542600870132
"FIN1010168",0.330095499753952
"FIN1010169",0.318896353244781
"FIN1010170",0.398249715566635
"FIN1010171",0.521207928657532
"FIN1010172",0.363654553890228
"FIN1010173",0.480361670255661
"FIN1010174",0.361828714609146
"FIN1010175",0.339850008487701
"FIN1010176",0.370721697807312
"FIN1010177",0.327489078044891
"FIN1010178",0.390560150146484
"FIN1010179",0.347911179065704
"FIN1010180",0.242965757846832
"FIN1010181",0.327259838581085
"FIN1010182",0.330790519714355
"FIN1010183",0.373266160488129
"FIN1010184",0.397212326526642
"FIN1010185",0.476449489593506
"FIN1010186",0.351545810699463
"FIN1010187",0.422779530286789
"FIN1010188",0.505452215671539
"FIN1010189",0.494231879711151
"FIN1010190",0.412157893180847
"FIN1010191",0.269807517528534
"FIN1010192",0.404886811971664
"FIN1010193",0.444435864686966
"FIN1010194",0.400879770517349
"FIN1010195",0.394410729408264
"FIN1010196",0.420173048973083
"FIN1010197",0.416767090559006
"FIN1010198",0.394264817237854
"FIN1010199",0.386748224496841
"FIN1010200",0.33469694852829
"FIN1010201",0.3414626121521
"FIN1010202",0.379238069057465
"FIN1010203",0.451647460460663
"FIN1010204",0.441126108169556
"FIN1010205",0.418660819530487
"FIN1010206",0.214686334133148
"FIN1010207",0.416624307632446
"FIN1010208",0.336369335651398
"FIN1010209",0.401406764984131
"FIN1010210",0.304221332073212
"FIN1010211",0.180486440658569
"FIN1010212",0.282437443733215
"FIN1010213",0.377286583185196
"FIN1010214",0.399047642946243
"FIN1010215",0.362492203712463
"FIN1010216",0.361384272575378
"FIN1010217",0.364307284355164
"FIN1010218",0.339978367090225
"FIN1010219",0.35851976275444
"FIN1010220",0.501361727714539
"FIN1010221",0.389245599508286
"FIN1010222",0.328716665506363
"FIN1010223",0.361253589391708
"FIN1010224",0.422482013702393
"FIN1010225",0.26793497800827
"FIN1010226",0.322007834911346
"FIN1010227",0.275151371955872
"FIN1010228",0.209755271673203
"FIN1010229",0.213198214769363
"FIN1010230",0.247385084629059
"FIN1010231",0.307835817337036
"FIN1010232",0.445271223783493
"FIN1010233",0.366354823112488
"FIN1010234",0.0310151875019073
"FIN1010235",0.434820652008057
"FIN1010236",0.35485303401947
"FIN1010237",0.243028700351715
"FIN1010238",0.43351274728775
"FIN1010239",0.443307727575302
"FIN1010240",0.423857986927032
"FIN1010241",0.268485903739929
"FIN1010242",0.259232014417648
"FIN1010243",0.358570635318756
"FIN1010244",0.432478874921799
"FIN1010245",0.318244427442551
"FIN1010246",0.363294661045074
"FIN1010247",0.319475054740906
"FIN1010248",0.235686451196671
"FIN1010249",0.271300733089447
"FIN1010250",0.304213404655457
"FIN1010251",0.342637360095978
"FIN1010252",0.295187503099442
"FIN1010253",0.320068597793579
"FIN1010254",0.549127101898193
"FIN1010255",0.320689976215363
"FIN1010256",0.383333623409271
"FIN1010257",0.373042434453964
"FIN1010258",0.24840235710144
"FIN1010259",0.295347332954407
"FIN1010260",0.411342918872833
"FIN1010261",0.341721177101135
"FIN1010262",0.291646897792816
"FIN1010263",0.322617679834366
"FIN1010264",0.326336741447449
"FIN1010265",0.371018707752228
"FIN1010266",0.504632890224457
"FIN1010267",0.260217547416687
"FIN1010268",0.465544581413269
"FIN1010269",0.264524042606354
"FIN1010270",0.475904405117035
"FIN1010271",0.257701128721237
"FIN1010272",0.49367555975914
"FIN1010273",0.439967185258865
"FIN1010274",0.330542623996735
"FIN1010275",0.346589177846909
"FIN1010276",0.307449251413345
"FIN1010277",0.419604182243347
"FIN1010278",0.309368789196014
"FIN1010279",0.335629045963287
"FIN1010280",0.351659953594208
"FIN1010281",0.500923871994019
"FIN1010282",0.331854522228241
"FIN1010283",0.48342901468277
"FIN1010284",0.356802582740784
"FIN1010285",0.435107320547104
"FIN1010286",0.51566207408905
"FIN1010287",0.38405454158783
"FIN1010288",0.302116215229034
"FIN1010289",0.369302153587341
"FIN1010290",0.433266460895538
"FIN1010291",0.350663840770721
"FIN1010292",0.387308597564697
"FIN1010293",0.554470002651215
"FIN1010294",0.362351655960083
"FIN1010295",0.401536405086517
"FIN1010296",0.385031461715698
"FIN1010297",0.355250895023346
"FIN1010298",0.359012365341187
"FIN1010299",0.41703325510025
"FIN1010300",0.338681876659393
"FIN1010301",0.477446436882019
"FIN1010302",0.462622106075287
"FIN1010303",0.325634241104126
"FIN1010304",0.41346949338913
"FIN1010305",0.422482013702393
"FIN1010306",0.408906072378159
"FIN1010307",0.493156999349594
"FIN1010308",0.515227675437927
"FIN1010309",0.311632543802261
"FIN1010310",0.3126540184021
"FIN1010311",0.360418796539307
"FIN1010312",0.26558780670166
"FIN1010313",0.232982397079468
"FIN1010314",0.35054349899292
"FIN1010315",0.419473469257355
"FIN1010316",0.219576567411423
"FIN1010317",0.381255805492401
"FIN1010318",0.461606860160828
"FIN1010319",0.51363217830658
"FIN1010320",0.376447260379791
"FIN1010321",0.48478963971138
"FIN1010322",0.292383223772049
"FIN1010323",0.380548775196075
"FIN1010324",0.303367972373962
"FIN1010325",0.436579287052155
"FIN1010326",0.350485265254974
"FIN1010327",0.479258209466934
"FIN1010328",0.359955966472626
"FIN1010329",0.336189210414886
"FIN1010330",0.442368149757385
"FIN1010331",0.541181921958923
"FIN1010332",0.366331428289413
"FIN1010333",0.494778633117676
"FIN1010334",0.429516613483429
"FIN1010335",0.344968289136887
"FIN1010336",0.361227929592133
"FIN1010337",0.280586183071136
"FIN1010338",0.393309116363525
"FIN1010339",0.488042503595352
"FIN1010340",0.484137415885925
"FIN1010341",0.411344468593597
"FIN1010342",0.408543616533279
"FIN1010343",0.332269161939621
"FIN1010344",0.516703426837921
"FIN1010345",0.472292542457581
"FIN1010346",0.377459049224854
"FIN1010347",0.446115523576736
"FIN1010348",0.346879661083221
"FIN1010349",0.312363862991333
"FIN1010350",0.352767109870911
"FIN1010351",0.463125258684158
"FIN1010352",0.264325082302094
"FIN1010353",0.369811922311783
"FIN1010354",0.469384282827377
"FIN1010355",0.390184104442596
"FIN1010356",0.230613529682159
"FIN1010357",0.286718755960464
"FIN1010358",0.251760691404343
"FIN1010359",0.456298679113388
"FIN1010360",0.281343162059784
"FIN1010361",0.32898086309433
"FIN1010362",0.264293134212494
"FIN1010363",0.264171600341797
"FIN1010364",0.359609603881836
"FIN1010365",0.247805505990982
"FIN1010366",0.454349339008331
"FIN1010367",0.461405694484711
"FIN1010368",0.293039381504059
"FIN1010369",0.419165670871735
"FIN1010370",0.491130411624908
"FIN1010371",0.255516409873962
"FIN1010372",0.227662831544876
"FIN1010373",0.371716678142548
"FIN1010374",0.376658320426941
"FIN1010375",0.399946331977844
"FIN1010376",0.387714743614197
"FIN1010377",0.269017279148102
"FIN1010378",0.278215318918228
"FIN1010379",0.322847306728363
"FIN1010380",0.483988136053085
"FIN1010381",0.277008235454559
"FIN1010382",0.203048437833786
"FIN1010383",0.523897767066956
"FIN1010384",0.304101824760437
"FIN1010385",0.356319397687912
"FIN1010386",0.3426433801651
"FIN1010387",0.44919091463089
"FIN1010388",0.234283685684204
"FIN1010389",0.29855814576149
"FIN1010390",0.210696548223495
"FIN1010391",0.259293973445892
"FIN1010392",0.250056952238083
"FIN1010393",0.267595171928406
"FIN1010394",0.392616599798203
"FIN1010395",0.368486791849136
"FIN1010396",0.310568332672119
"FIN1010397",0.498369336128235
"FIN1010398",0.388529539108276
"FIN1010399",0.318291962146759
"FIN1010400",0.400791049003601
